id,title,privacy,likes,views,comments,timestamp
4840362,Explaining Why Santa Must Downsize,public,165,2891,46,Tue Oct 15 12:28:10 2015
4840363,Anthony Talks Repaving Driveways and Fixing Slanted Floors,private,79,2743,2,Wed Oct 16 15:26:11 2015
4840364,Add Color to Your Children's Diet,public,60,2503,24,Thu Oct 17 13:28:12 2015
4840365,ANTM: Finale is Tonight! Who Will It Be?,public,124,8837,28,Fri Oct 18 15:28:13 2015
4840366,Aromatherapy: The Power of Essential Oils,private,54,4202,17,Sat Oct 19 15:28:14 2015
4840367,Have a Safe & Healthy Turkey Day,public,152,4584,46,Sun Oct 20 15:28:15 2015
4840368,A Preemie Mama's Touching Story,private,53,6460,43,Wed Oct 02 15:26:16 2015
4840369,Baby Dreams: What Yours Mean,public,126,19991,29,Thu Oct 03 13:28:17 2015
4840370,New Product: Mommy and Baby Yoga DVD,private,100,6331,28,Fri Oct 04 15:28:18 2015
4840371,5 Ways to Be Responsible with Money,public,66,1618,23,Sat Oct 05 15:28:19 2015
4840372,Paperwhites: Easy Handmade Holiday Gifts,private,141,13169,45,Sun Oct 06 15:28:20 2015
4840373,A Gratitude Tree for Thanksgiving,private,114,4042,47,Mon Oct 07 15:28:21 2015
4840374,Baby Names: Things to Remember When Picking a Name,public,78,6525,49,Tue Oct 08 12:28:22 2015
4840375,Teens Socializing Online: A Good Thing,public,105,18972,46,Wed Oct 09 15:26:23 2015
4840376,Flu vs. Cold: A Guide to Symptoms,public,15,12283,14,Thu Oct 10 13:28:24 2015
4840377,The Secret to Foolproof Pie Crust?,public,106,6216,27,Fri Oct 11 15:28:25 2015
4840378,Toddlers and Tiaras: New Beauty Pageant Reality Show,private,88,1717,40,Sat Oct 12 15:28:26 2015
4840379,Nightmares: Helping Kids Conquer Them,private,102,13002,9,Sun Oct 13 15:28:27 2015
4840380,"What's for Dinner, Mom?",public,65,12125,37,Mon Oct 14 15:28:28 2015
4840381,Hooray for Friday!,public,148,10222,32,Tue Oct 15 12:28:29 2015
4840382,Shocking Way to Prevent Cold & Flu: A Cold Shower,private,116,5330,29,Wed Oct 16 15:26:30 2015
4840383,I Love LA! My Celeb Weekend with LA Moms Blog!,private,68,2722,6,Thu Oct 17 13:28:31 2015
4840384,The Secret to Happiness: Turn Off the TV,public,92,17062,4,Fri Oct 18 15:28:32 2015
4840385,Clinique's Newest Fragrances Are Neato!,public,45,20009,26,Sat Oct 19 15:28:33 2015
4840386,Heroes: Arthur is Everywhere!,private,93,5045,26,Sun Oct 20 15:28:34 2015
4840387,"Help, I Gave My Toddler Too Much Medicine!",public,69,1189,35,Wed Oct 02 15:26:35 2015
4840388,kdhfksjkdfd,private,86,10280,40,Thu Oct 03 13:28:36 2015
4840389,Bacon Ice Cream: Weird or Wonderful?,public,45,5714,28,Fri Oct 04 15:28:37 2015
4840390,"Seriously, Do You Like Turkey?",public,114,11616,25,Sat Oct 05 15:28:38 2015
4840391,Mark Wahlberg's Toddler Wisdom,private,26,13819,16,Sun Oct 06 15:28:39 2015
4840392,Loungewear Lovin' Weekend Lust List,private,112,11007,49,Mon Oct 07 15:28:40 2015
4840393,How To Wear Bold & Patterned Tights,private,114,12133,17,Tue Oct 08 12:28:41 2015
4840394,Great Foundations: Makeup That Works,public,110,16715,47,Wed Oct 09 15:26:42 2015
4840395,To-Do List Tattoos,public,76,13558,25,Thu Oct 10 13:28:43 2015
4840396,Suri Beats Shiloh,public,60,3501,21,Fri Oct 11 15:28:44 2015
4840397,The Anti-Videocamera Mom,private,142,2614,25,Sat Oct 12 15:28:45 2015
4840398,New Lost Promo! Tonight During Grey's Anatomy!,private,41,5481,7,Sun Oct 13 15:28:46 2015
4840399,Zach Efron is Hot! Am I a Pervert?,public,61,18108,0,Mon Oct 14 15:28:47 2015
4840400,I Love Payless Watches!,private,110,15409,43,Tue Oct 15 12:28:48 2015
4840401,Robert Downey Jr: The Comeback Kid,public,65,6967,33,Wed Oct 16 15:26:49 2015
4840402,Santa Claus: Does Your Child Believe?,public,136,6086,35,Thu Oct 17 13:28:50 2015
4840403,Death and the Circle of Life,private,89,11220,23,Fri Oct 18 15:28:51 2015
4840404,Should Moms Be Friends With Their Teens?,private,133,19211,46,Sat Oct 19 15:28:52 2015
4840405,Do You Read Her Diary?,public,106,14465,12,Sun Oct 20 15:28:53 2015
4840406,Sleep and New Moms,public,143,18409,41,Wed Oct 02 15:26:54 2015
4840407,DRAFT What Your Dentist Can Tell About Your Health,public,102,1835,43,Thu Oct 03 13:28:55 2015
4840408,Flying-With-Baby Tips From the Experts,private,88,13500,2,Fri Oct 04 15:28:00 2015
4840409,Sunny Yellow Weekend: Links Sweet Links,public,104,14477,41,Sat Oct 05 15:28:01 2015
4840410,Retro Candy Makes a Comeback,public,83,11547,8,Sun Oct 06 16:29:02 2015
4840411,Calling All Cereal Lovers,private,114,3719,34,Mon Oct 07 16:29:03 2015
4840412,Which Thanksgiving Food Are You Really Craving?,private,53,15136,32,Tue Oct 08 13:29:04 2015
4840413,Do Over! Kids More than 10 Years Apart,public,71,11458,19,Wed Oct 09 16:27:05 2015
4840414,Budget Santa Part II,private,71,15289,43,Thu Oct 10 14:29:06 2015
4840415,Bigger Breasts by Injection?,public,107,20911,24,Fri Oct 11 16:29:07 2015
4840416,Angelina Jolie's Favorite Breastfeeding Hold,public,91,20739,48,Sat Oct 12 16:29:08 2015
4840417,I Am a Toddler!,private,70,8344,49,Sun Oct 13 16:29:09 2015
4840418,Christian Siriano's ""Fierce"" Maternity Line,public,100,14076,3,Mon Oct 14 16:29:10 2015
4840419,Thanksgiving Plans? Home or Away?,public,82,16011,1,Tue Oct 15 13:29:11 2015
4840420,LA Ink: Tattoo TV Show Rocks!,public,29,1386,8,Wed Oct 16 16:27:12 2015
4840421,"Gift Guide, Toddler: Artiste",private,77,14638,39,Thu Oct 17 14:29:13 2015
4840422,What to Bring for Holiday Travels,private,93,8969,5,Fri Oct 18 16:29:14 2015
4840423,Movie Madness: Weekend Movie Picks!,public,20,18782,14,Sat Oct 19 16:29:15 2015
4840424,Entertainment Buzz: Links of the Week on CafeMom!,public,90,10281,15,Sun Oct 20 16:29:16 2015
4840425,Peanut Butter and Jelly...for Breakfast?,private,22,1173,17,Wed Oct 02 16:27:17 2015
4840426,"Gift Guide, Toddler: Transportation Addict",public,87,19612,1,Thu Oct 03 14:29:18 2015
4840427,When Will You Start to Feel the Baby Move?,private,178,10322,48,Fri Oct 04 16:29:19 2015
4840428,Wish Upon a Spa,public,59,15103,21,Sat Oct 05 16:29:20 2015
4840429,"Gift Guide, Toddler: Brainiac",public,14,2724,6,Sun Oct 06 16:29:21 2015
4840430,Guns N' Roses and Free Dr Pepper,private,95,5281,49,Mon Oct 07 16:29:22 2015
4840431,Be a Better Mommy...Go To a Spa!,private,51,15773,11,Tue Oct 08 13:29:23 2015
4840432,Do You Have Gravy Anxiety?,private,38,17760,15,Wed Oct 09 16:27:24 2015
4840433,Choosing the Sex of Your Child,public,116,18791,22,Thu Oct 10 14:29:25 2015
4840434,"Gift Guide, Toddler: Outdoor Lover",private,80,3404,12,Fri Oct 11 16:29:26 2015
4840435,"Gift Guide, Todder: Domestic Dude or Diva",public,153,18024,46,Sat Oct 12 16:29:27 2015
4840436,Best Moisturizers for Your Face,private,152,20610,46,Sun Oct 13 16:29:28 2015
4840437,Friday Freebies: Child Safety Kit,private,33,10259,10,Mon Oct 14 16:29:29 2015
4840438,Mom Blog Movie Pick: The Bloggess Loves Anchorman!,private,123,12153,41,Tue Oct 15 13:29:30 2015
4840439,Holiday Sanity Saver: Kidthing for Family Travel!,public,71,11845,25,Wed Oct 16 16:27:31 2015
4840440,Which Mom Fantasy Would You Choose? Part 2,private,106,13526,41,Thu Oct 17 14:29:32 2015
4840441,Window Blinds Recall,public,109,19911,43,Fri Oct 18 16:29:33 2015
4840442,Moms and Babies—A Beautiful Thing,private,50,8100,5,Sat Oct 19 16:29:34 2015
4840443,Avoiding Testicular Cancer: Tips for the Men in Your Life,public,77,7292,33,Sun Oct 20 16:29:35 2015
4840444,Top 10 Food Mistakes to Not Make,private,58,17298,40,Wed Oct 02 16:27:36 2015
4840445,More People Fat But Don't Think They're Fat,private,38,4155,20,Thu Oct 03 14:29:37 2015
4840446,Have a Great Family Gathering,public,145,12811,34,Fri Oct 04 16:29:38 2015
4840447,It's Okay if You Don't Have Time to Shower,public,89,11885,44,Sat Oct 05 16:29:39 2015
4840448,Is Your Stroller Stressing Out Your Baby?,private,80,10088,11,Sun Oct 06 16:29:40 2015
4840449,Ashlee Simpson's Baby Name! What Do You Think?,public,79,4753,6,Mon Oct 07 16:29:41 2015
4840450,How Many Times Before You Give In?,public,80,6446,33,Tue Oct 08 13:29:42 2015
4840451,"Gift Guide, Pregnancy: Mama Any Minute",private,8,1100,2,Wed Oct 09 16:27:43 2015
4840452,"DRAFT: Gift Guide, Pregnancy: Second-Time Mama-to-Be",private,128,12457,39,Thu Oct 10 14:29:44 2015
4840453,"DRAFT: Gift Guide, Pregnancy: Zen-Seeking Mama-to-Be",private,80,17103,45,Fri Oct 11 16:29:45 2015
4840454,"Gift Guide, Pregnancy: All-Natural Mama-to-Be",private,105,20023,38,Sat Oct 12 16:29:46 2015
4840455,"Gift Guide, Pregnancy: Stylish Mama-to-Be",public,64,18039,28,Sun Oct 13 16:29:47 2015
4840456,What I'm Thankful For—Beauty & Style Saves the Day!,private,146,7793,47,Mon Oct 14 16:29:48 2015
4840457,Worst Celebrity Baby Names,private,91,6763,34,Tue Oct 15 13:29:49 2015
4840458,For the Love of Holiday Shopping at Target,private,86,19293,3,Wed Oct 16 16:27:50 2015
4840459,Autumn Babies Have Higher Risk of Asthma,public,92,6983,36,Thu Oct 17 14:29:51 2015
4840460,Jon Gosselin: Tips for Saving Money this Holiday!,public,159,16784,32,Fri Oct 18 16:30:52 2015
4840461,Be Inspired: Mama to Mama Project,public,43,10882,20,Sat Oct 19 16:30:53 2015
4840462,Bronx Mowgli Wentz: Hot or Not?,private,91,15938,22,Sun Oct 20 16:30:54 2015
4840463,"Toddler Crawls Out of Crib, Gets Hit by Car",public,108,16989,48,Wed Oct 02 16:28:55 2015
4840464,Good Touch VS Bad Touch,private,152,12640,46,Thu Oct 03 14:30:00 2015
4840465,Coming Soon: Toddlers & Tiaras and 10 Years Younger!,public,19,5133,0,Fri Oct 04 16:30:01 2015
4840466,Best Wines for Thanksgiving,public,126,19991,33,Sat Oct 05 16:30:02 2015
4840467,Having Babies Close Together in Age,public,106,5028,18,Sun Oct 06 16:30:03 2015
4840468,Reese Witherspoon vs. Kiera Knightley,private,107,6532,47,Mon Oct 07 16:30:04 2015
4840469,Favorite Diner Food,public,51,20252,27,Tue Oct 08 13:30:05 2015
4840470,How To Wear Leg Warmers,public,121,20310,30,Wed Oct 09 16:28:06 2015
4840471,"Trains, Planes, Automobiles: Thanksgiving Travel",private,25,1713,1,Thu Oct 10 14:30:07 2015
4840472,How Land of Nod Inspired a DIY Cardboard Playhouse,public,45,6607,14,Fri Oct 11 16:30:08 2015
4840473,The Fall of Home Magazines?,public,47,12588,13,Sat Oct 12 16:30:09 2015
4840474,My Child Is a Tattletale! (And That's a Good Thing),private,30,17301,5,Sun Oct 13 16:30:10 2015
4840475,Would You Rent a Designer Dress?,public,118,3700,16,Mon Oct 14 16:30:11 2015
4840476,Help for Hat Hair,public,135,8051,33,Tue Oct 15 13:30:12 2015
4840477,How Often Do You Shave Your Legs?,public,98,8947,31,Wed Oct 16 16:28:13 2015
4840478,Giving Thanks This Holiday Season,private,12,18715,0,Thu Oct 17 14:30:14 2015
4840479,Elisabeth Dunker of fine little day: Show & Tell Home Tour,private,103,6933,46,Fri Oct 18 16:30:15 2015
4840480,Home Pregnancy Tests: Here's the 411,private,98,13059,6,Sat Oct 19 16:30:16 2015
4840481,Still Crying It Out at 2,public,78,2764,35,Sun Oct 20 16:30:17 2015
4840482,Momcierge,private,90,10600,25,Wed Oct 02 16:28:18 2015
4840483,Homemade Hair Spray,private,55,14364,12,Thu Oct 03 14:30:19 2015
4840484,Project Runway First: Maternity Fashion!,public,25,17931,12,Fri Oct 04 16:30:20 2015
4840485,Black Friday Sales: Thank You Etsy Moms!,public,79,13191,31,Sat Oct 05 16:30:21 2015
4840486,Gift Guide: Accessory Addict,private,45,1883,32,Sun Oct 06 16:30:22 2015
4840487,Do Your Kids Cook With You?,public,93,5317,5,Mon Oct 07 16:30:23 2015
4840488,What I'm Thankful For,public,136,17485,41,Tue Oct 08 13:30:24 2015
4840489,OMG! Heidi and Spencer Eloped!,private,44,4496,16,Wed Oct 09 16:28:25 2015
4840490,"Gift Guide, Baby: Animal Lover",private,146,13461,36,Thu Oct 10 14:30:26 2015
4840491,Thanksgiving is My Favorite Holiday!,public,43,14789,20,Fri Oct 11 16:30:27 2015
4840492,Last-Minute Holiday Travel Tips,public,5,15017,0,Sat Oct 12 16:30:28 2015
4840493,How Often do You Bathe Your Baby?,public,42,15217,33,Sun Oct 13 16:30:29 2015
4840494,iTunes: Stress Buster for Holiday Travel!,private,58,17325,0,Mon Oct 14 16:30:30 2015
4840495,iTunes: Stress Busters for Holiday Travel!,private,121,7431,49,Tue Oct 15 13:30:31 2015
4840496,Gift Guide: Eco-Friend,private,81,17245,48,Wed Oct 16 16:28:32 2015
4840497,Top 5 Dysfunctional Family Movies,public,116,6433,44,Thu Oct 17 14:30:33 2015
4840498,Gift Guide: The Philanthropist,public,100,4583,9,Fri Oct 18 16:30:34 2015
4840499,Dave Barry's Tot Hanger -- Perfect for Pool Halls,public,87,9393,14,Sat Oct 19 16:30:35 2015
4840500,I Heart This Holly Golightly Sleep Mask,public,86,9246,3,Sun Oct 20 16:30:36 2015
4840501,Lobster...for Thanksgiving?,private,63,19437,44,Wed Oct 02 16:28:37 2015
4840502,Last Minute Thanksgiving Recipes: Candied Walnuts,public,75,15176,9,Thu Oct 03 14:30:38 2015
4840503,Weekly Pregnancy Calendar: Week 8,private,73,12558,26,Fri Oct 04 16:30:39 2015
4840504,Extreme Baby-Proofing,private,45,2993,10,Sat Oct 05 16:30:40 2015
4840505,Wipes Warmer: A Must-Have or No?,private,108,4645,15,Sun Oct 06 16:30:41 2015
4840506,Who Should Be Obama's Chef?,private,101,8579,4,Mon Oct 07 16:30:42 2015
4840507,Things I'm Thankful For,private,88,9691,5,Tue Oct 08 13:30:43 2015
4840508,Gift Guide: The Philanthropist #1,private,141,6607,32,Wed Oct 09 16:28:44 2015
4840509,Gift Guide: The Philanthropist #2,public,91,17231,11,Thu Oct 10 14:30:45 2015
4840510,techno,private,121,1534,22,Fri Oct 11 17:31:46 2015
4840511,Time Out: Adam Sandler's ""Thanksgiving Song"",private,140,9654,38,Sat Oct 12 17:31:47 2015
4840512,Toddlers in the Tub,public,153,19067,42,Sun Oct 13 17:31:48 2015
4840513,What I'm Grateful For,private,63,8258,14,Mon Oct 14 17:31:49 2015
4840514,Let Charity Begin at Home This Holiday Season,private,52,13312,35,Tue Oct 15 14:31:50 2015
4840515,Gift Guide: The Gourmet Gourmand,private,130,12118,40,Wed Oct 16 17:29:51 2015
4840516,Avoid Dangerous Toys,public,95,9420,35,Thu Oct 17 15:31:52 2015
4840517,"Gift Guide, Big Kids: Head of the Class",public,126,2724,24,Fri Oct 18 17:31:53 2015
4840518,Have You Had the Good Touch/Bad Touch Talk?,private,59,14521,37,Sat Oct 19 17:31:54 2015
4840519,Food Pyramid for Preschoolers,private,122,8096,45,Sun Oct 20 17:31:55 2015
4840520,Maternity Fashion: Holiday Party Dress,private,75,10393,39,Wed Oct 02 17:29:00 2015
4840521,CafeMoms Join Nicole Kidman to Stop Violence Against Women,private,45,13620,0,Thu Oct 03 15:31:01 2015
4840522,In This Economic Crisis: How Good Is Your Math?,public,49,15225,17,Fri Oct 04 17:31:02 2015
4840523,What I'm Thankful For,private,118,2342,22,Sat Oct 05 17:31:03 2015
4840524,A Handmade Black Friday Event,public,72,16731,10,Sun Oct 06 17:31:04 2015
4840525,baby boys show spatial supremacy,public,103,1486,32,Mon Oct 07 17:31:05 2015
4840526,Recall: JCPenney Recalls Newborn and Baby Jeans,private,82,10903,32,Tue Oct 08 14:31:06 2015
4840527,Home Test for Alcohol in Breast Milk: Love it or Leave it?,private,100,6304,44,Wed Oct 09 17:29:07 2015
4840528,Do Your Kids Use Mouthwash?,private,102,19344,28,Thu Oct 10 15:31:08 2015
4840529,Tic Tac Toe: Easy Handmade Holiday Gifts,private,40,6143,33,Fri Oct 11 17:31:09 2015
4840530,Gift Guide: The Philanthropist #3,public,80,9553,0,Sat Oct 12 17:31:10 2015
4840531,Two Reasons I Am Thankful: Grace and Kate,public,131,5172,34,Sun Oct 13 17:31:11 2015
4840532,One-Pot Wednesdays: Five-Layer Turkey Dip,public,69,20803,31,Mon Oct 14 17:31:12 2015
4840533,Can Pregnant Women Eat Fish?,private,122,16767,40,Tue Oct 15 14:31:13 2015
4840534,How Much are You Spending on Gifts?,private,78,14350,37,Wed Oct 16 17:29:14 2015
4840535,Turkey Leftover Recipes,public,124,2904,24,Thu Oct 17 15:31:15 2015
4840536,Mom Power: Strong Movie Moms,public,136,7470,24,Fri Oct 18 17:31:16 2015
4840537,Travel Games for Toddlers,private,73,10672,13,Sat Oct 19 17:31:17 2015
4840538,Deep-Fried Turkey: Delicious or Dangerous?,public,112,8294,40,Sun Oct 20 17:31:18 2015
4840539,"""Give Thanks""",private,93,7318,15,Wed Oct 02 17:29:19 2015
4840540,What I'm Thankful For,public,105,12487,7,Thu Oct 03 15:31:20 2015
4840541,Cousins and More Cousins at Thanksgiving,private,144,3670,39,Fri Oct 04 17:31:21 2015
4840542,Gift Guide: Fitness Addict,private,85,10210,19,Sat Oct 05 17:31:22 2015
4840543,Rudest Comments While Pregnant!,public,108,19812,48,Sun Oct 06 17:31:23 2015
4840544,Gift Guide: The Philanthropist,private,45,4171,1,Mon Oct 07 17:31:24 2015
4840545,"Clean, Healthy Thanksgiving Day Joke",public,16,6119,5,Tue Oct 08 14:31:25 2015
4840546,Cool Product: Blossumz Breast Therapy Packs,public,154,15547,30,Wed Oct 09 17:29:26 2015
4840547,Twilight Haters: Mama Pop's Response to Critics,public,57,6542,12,Thu Oct 10 15:31:27 2015
4840548,Nature + Home: Links Sweet Links,private,115,10716,49,Fri Oct 11 17:31:28 2015
4840549,Gift Guide: Action Junkie,public,67,10601,25,Sat Oct 12 17:31:29 2015
4840550,Movies: Holiday Weekend Picks!,private,92,16212,34,Sun Oct 13 17:31:30 2015
4840551,Have You Done Your Holiday Shopping Yet?,public,71,19457,48,Mon Oct 14 17:31:31 2015
4840552,"The 2-Day, Post-Thanksgiving Diet",private,116,7123,15,Tue Oct 15 14:31:32 2015
4840553,Do You Have Working Smoke Detectors?,public,89,8084,29,Wed Oct 16 17:29:33 2015
4840554,"Gift Guide, Baby: Musical Munchkin",private,97,17022,30,Thu Oct 17 15:31:34 2015
4840555,Gift Guide: Romantic,private,117,5110,45,Fri Oct 18 17:31:35 2015
4840556,The Best Age to Have a Baby: Teens,public,108,19422,19,Sat Oct 19 17:31:36 2015
4840557,The Best Age to Have a Baby: Twenties,private,91,19372,44,Sun Oct 20 17:31:37 2015
4840558,The Best Age to Have a Baby: Thirties,private,74,13548,10,Wed Oct 02 17:29:38 2015
4840559,"Gift Guide, Baby: Bathing Cutie",public,134,19292,30,Thu Oct 03 15:31:39 2015
4840560,Britney Spears: Britney Documentary on MTV Tonight!,private,90,17656,15,Fri Oct 04 17:32:40 2015
4840561,"Gift Guide, Baby: The Fashionista",private,63,4294,23,Sat Oct 05 17:32:41 2015
4840562,Weekend Chick Flick: Steel Magnolias,private,12,8521,7,Sun Oct 06 17:32:42 2015
4840563,Gift Guide: Zen Queen,public,50,7996,4,Mon Oct 07 17:32:43 2015
4840564,"Gift Guide, Baby: The Bookworm",private,107,8866,26,Tue Oct 08 14:32:44 2015
4840565,Can You Google Clitoris?,public,80,10533,48,Wed Oct 09 17:30:45 2015
4840566,Is Your Baby's Formula Safe?,public,77,8556,41,Thu Oct 10 15:32:46 2015
4840567,10 New Sex Positions To Keep You Busy,public,90,15868,15,Fri Oct 11 17:32:47 2015
4840568,Live 14 Years Longer: Stop Smoking,public,58,8278,33,Sat Oct 12 17:32:48 2015
4840569,Gift Guide: Garden Guru,private,56,1919,9,Sun Oct 13 17:32:49 2015
4840570,Handmade Stockings: Holiday Decor from CafeMom Etsy Moms,private,37,16667,23,Mon Oct 14 17:32:50 2015
4840571,Britney's MTV Documentary:  What Did You Think?,public,57,6923,27,Tue Oct 15 14:32:51 2015
4840572,Team Jolie: Don't Bring Up Jen's Name!,private,107,17687,32,Wed Oct 16 17:30:52 2015
4840573,Lynne Spears: Would You Buy Her Parenting Book?,private,128,18775,45,Thu Oct 17 15:32:53 2015
4840574,Sports Gene Test?,private,25,11538,11,Fri Oct 18 17:32:54 2015
4840575,"Gift Guide, Pregnancy: Second-Time Mama",private,126,7898,31,Sat Oct 19 17:32:55 2015
4840576,When Jeans Are Too Tight....,private,121,9165,42,Sun Oct 20 17:32:00 2015
4840577,Would You Test Your Child for the ""Sports Gene""?,public,74,13218,33,Wed Oct 02 17:30:01 2015
4840578,Sweet Potato Cupcakes,public,111,14338,38,Thu Oct 03 15:32:02 2015
4840579,My Son Wants a Gun for Christmas,private,48,10098,10,Fri Oct 04 17:32:03 2015
4840580,Traditional Cookies From Grandma,public,83,16936,0,Sat Oct 05 17:32:04 2015
4840581,Twas the Night Before Christmas (the Mom version),private,51,4708,14,Sun Oct 06 17:32:05 2015
4840582,Scared of Santa,public,147,6243,45,Mon Oct 07 17:32:06 2015
4840583,Gift Guide: Metrosexual,private,76,13125,25,Tue Oct 08 14:32:07 2015
4840584,Teens and HIV/AIDS,private,111,5721,25,Wed Oct 09 17:30:08 2015
4840585,Stocking Stuffers,public,14,6421,7,Thu Oct 10 15:32:09 2015
4840586,4-Week Skinny Jean Workout,private,106,3061,31,Fri Oct 11 17:32:10 2015
4840587,Taking Toddlers to Restaurants: Do You Dare?,private,145,14389,26,Sat Oct 12 17:32:11 2015
4840588,Gift Guide: The Kitchen Phobic,public,108,7890,10,Sun Oct 13 17:32:12 2015
4840589,Snuggie: Must-Have or WTH?,public,113,13848,26,Mon Oct 14 17:32:13 2015
4840590,Step-Kid Calling You Mommy?,private,106,1125,49,Tue Oct 15 14:32:14 2015
4840591,Do You Know What's In Your Fast Food?,private,94,7223,17,Wed Oct 16 17:30:15 2015
4840592,Military Families: A Deployed Hubby Will Miss the Birth,private,72,20155,13,Thu Oct 17 15:32:16 2015
4840593,DRAFT FOR TUESIs Obesity a Disability?,private,109,2393,26,Fri Oct 18 17:32:17 2015
4840594,Formula Mixer: Take It or Leave It?,public,85,4997,17,Sat Oct 19 17:32:18 2015
4840595,Katie Holmes vs. Jessica Biel,public,118,11716,46,Sun Oct 20 17:32:19 2015
4840596,Handmade Gift Tags: Holiday Decor from CafeMom Etsy Moms,private,120,1673,28,Wed Oct 02 17:30:20 2015
4840597,Gift Guide: Handmade Hipster,public,44,1311,18,Thu Oct 03 15:32:21 2015
4840598,"Gift Guide, Pregnancy: Zen-Seeking Mama",public,45,1730,18,Fri Oct 04 17:32:22 2015
4840599,Is Obesity a Disability?,public,149,14564,28,Sat Oct 05 17:32:23 2015
4840600,10 Simple Ways to Get Organized,private,126,6424,29,Sun Oct 06 17:32:24 2015
4840601,Advice for Life and Everything Else at PeopleJam,public,71,4341,16,Mon Oct 07 17:32:25 2015
4840602,Got a Headache? Try Acupuncture,public,82,18228,47,Tue Oct 08 14:32:26 2015
4840603,"Gift Guide, Big Kids: Creative Kiddo",public,98,14578,14,Wed Oct 09 17:30:27 2015
4840604,Giveaway: Isabella Oliver Wrap Top,public,91,10500,4,Thu Oct 10 15:32:28 2015
4840605,Santa 2.0: Chat with Santa Online!,private,44,11561,28,Fri Oct 11 17:32:29 2015
4840606,Calling All Bloggers: Virtual Cookie Exchange,public,117,2389,48,Sat Oct 12 17:32:30 2015
4840607,Annabel Karmel: Healthy Food for Babies and Kids,private,52,10385,27,Sun Oct 13 17:32:31 2015
4840608,Multiples: Meet the Group Owner of Multiples R Us,public,61,20547,36,Mon Oct 14 17:32:32 2015
4840609,Snoopy Who? Classic Cartoons and a New TV Generation,private,89,7721,6,Tue Oct 15 14:32:33 2015
4840610,A Christmas Tree Theme: Do You Have One?,private,90,20674,11,Wed Oct 16 18:31:34 2015
4840611,New Toddler Cell Phone,private,73,16891,20,Thu Oct 17 16:33:35 2015
4840612,Get Organized Now!,public,53,7810,16,Fri Oct 18 18:33:36 2015
4840613,Gift Guide: Martha Wanna-Be,public,49,16415,7,Sat Oct 19 18:33:37 2015
4840614,Gift Guide: Jewelry Junkie,private,56,4884,6,Sun Oct 20 18:33:38 2015
4840615,Gift Guide: Handy (Wo)Man,public,116,11721,23,Wed Oct 02 18:31:39 2015
4840616,What to Wear to a High School Reunion,private,87,14928,10,Thu Oct 03 16:33:40 2015
4840617,Starting Your Baby on Solid Food?,public,29,10444,11,Fri Oct 04 18:33:41 2015
4840618,Gift Guide: Celeb Obsessed,public,93,20280,49,Sat Oct 05 18:33:42 2015
4840619,DIY Holiday Garland Project With Ali Edwards,private,84,15717,8,Sun Oct 06 18:33:43 2015
4840620,Handmade Wreaths: Holiday Decor from CafeMom Etsy Moms,public,95,7624,16,Mon Oct 07 18:33:44 2015
4840621,Gift Guide: Do It Yourselver,public,115,11626,29,Tue Oct 08 15:33:45 2015
4840622,Gift Guide: Eternal Dieter,private,84,11848,2,Wed Oct 09 18:31:46 2015
4840623,"Gift Guide, Big Kids: Board Gamer",public,133,20429,44,Thu Oct 10 16:33:47 2015
4840624,Are You Good Tired or Bad Tired?,private,101,10130,4,Fri Oct 11 18:33:48 2015
4840625,One-Pot Wednesdays: Vegetable Soup,public,120,9643,37,Sat Oct 12 18:33:49 2015
4840626,What to Get the Teacher?,public,119,2021,18,Sun Oct 13 18:33:50 2015
4840627,"Excuse Me, Your Kid Has Autism",private,129,6990,25,Mon Oct 14 18:33:51 2015
4840628,Weekly Pregnancy Calendar: Week 9,private,165,12147,47,Tue Oct 15 15:33:52 2015
4840629,Should Cosmetics Be Labeled Safe for Pregnant Women?,private,97,12497,26,Wed Oct 16 18:31:53 2015
4840630,"Stop the Car, Mommy, Pee-Pee Is Coming!",public,87,13377,3,Thu Oct 17 16:33:54 2015
4840631,Ask Anthony: Winter Heating and Thermostat 101,public,79,15704,29,Fri Oct 18 18:33:55 2015
4840632,Stocking Stuffers: Nail Files & Pretty Polish,private,124,15388,34,Sat Oct 19 18:33:00 2015
4840633,Madagascar 2: Nana Character Inspired by Love,private,64,10464,8,Sun Oct 20 18:33:01 2015
4840634,Gift Guide: The Escapist,private,30,15786,11,Wed Oct 02 18:31:02 2015
4840635,DRAFT 10 Workout Moves from CrossFit,private,114,13977,20,Thu Oct 03 16:33:03 2015
4840636,The Perfect Gift for the Bacon Lover,private,89,20966,16,Fri Oct 04 18:33:04 2015
4840637,Rings Everyone Can Afford,public,15,12290,7,Sat Oct 05 18:33:05 2015
4840638,4 Things to Avoid Over the Holidays,private,65,6689,40,Sun Oct 06 18:33:06 2015
4840639,I Hurt Him By Accident,private,124,15701,23,Mon Oct 07 18:33:07 2015
4840640,Gift Guide: Sleepyhead,private,27,4379,13,Tue Oct 08 15:33:08 2015
4840641,Handmade Ornaments: Holiday Decor from CafeMom Etsy Moms,public,83,4728,14,Wed Oct 09 18:31:09 2015
4840642,The Best Age to Have a Baby: Forties,private,66,3408,31,Thu Oct 10 16:33:10 2015
4840643,Announcing the Winners of the Jeep® Trek Easy-Travel Playard!,private,111,10990,33,Fri Oct 11 18:33:11 2015
